Date,Season,Week,home,visitor,FT,hgoal,vgoal,division,tier,totgoal,goaldiff,result,HT,hgoal_half,vgoal_half,half_totgoal,half_goaldiff,result_half,fans,neutral,home_red_card,visitor_red_card
1989-04-23,1988,32,Adanaspor,Boluspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
1989-04-23,1988,32,Altay,MKE Ankaragucu,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
1989-04-23,1988,32,Bursaspor,Sakaryaspor,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
1989-04-23,1988,32,Konyaspor,Karsiyaka,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
1989-04-23,1988,32,Caykur Rizespor,Besiktas,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
1989-04-23,1988,32,Samsunspor,Galatasaray,0-3,0,3,T1,1,3,-3,A,0-0,0,0,0,0,D,1,0,0,0
1989-04-23,1988,32,Fenerbahce,Malatyaspor,6-1,6,1,T1,1,7,5,H,2-1,2,1,3,1,H,1,0,0,1
1989-04-29,1988,33,Besiktas,Altay,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
1989-04-30,1988,33,Galatasaray,Adana Demirspor,4-1,4,1,T1,1,5,3,H,2-0,2,0,2,2,H,1,0,0,0
1989-04-30,1988,33,Sakaryaspor,Konyaspor,4-2,4,2,T1,1,6,2,H,2-1,2,1,3,1,H,1,0,0,0
1989-04-30,1988,33,MKE Ankaragucu,Kahramanmarasspor,7-0,7,0,T1,1,7,7,H,3-0,3,0,3,3,H,1,0,0,0
1989-04-30,1988,33,Karsiyaka,Sariyer,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,1,0
1989-04-30,1988,33,Trabzonspor,Samsunspor,3-0,3,0,T1,1,3,3,H,0-0,0,0,0,0,D,1,0,0,0
1989-04-30,1988,33,Eskisehirspor,Caykur Rizespor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
1989-04-30,1988,33,Boluspor,Fenerbahce,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
1989-04-30,1988,33,Malatyaspor,Bursaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
1989-05-13,1988,34,Fenerbahce,Adanaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
1989-05-14,1988,34,Altay,Eskisehirspor,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,0
1989-05-14,1988,34,Adana Demirspor,Trabzonspor,3-1,3,1,T1,1,4,2,H,0-1,0,1,1,-1,A,1,0,0,0
1989-05-14,1988,34,Sariyer,Sakaryaspor,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
1989-05-14,1988,34,Samsunspor,MKE Ankaragucu,0-3,0,3,T1,1,3,-3,A,0-0,0,0,0,0,D,1,0,0,0
1989-05-14,1988,34,Konyaspor,Malatyaspor,3-3,3,3,T1,1,6,0,D,2-1,2,1,3,1,H,1,0,0,0
1989-05-14,1988,34,Caykur Rizespor,Karsiyaka,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-05-14,1988,34,Bursaspor,Boluspor,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
1989-05-14,1988,34,Kahramanmarasspor,Besiktas,0-3,0,3,T1,1,3,-3,A,0-2,0,2,2,-2,A,1,0,0,0
1989-05-17,1988,25,Galatasaray,Fenerbahce,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-05-17,1988,27,Karsiyaka,Malatyaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
1989-05-21,1988,35,Besiktas,Samsunspor,3-0,3,0,T1,1,3,3,H,0-0,0,0,0,0,D,1,0,0,0
1989-05-21,1988,35,Adanaspor,Bursaspor,5-0,5,0,T1,1,5,5,H,1-0,1,0,1,1,H,1,0,0,0
1989-05-21,1988,35,Boluspor,Konyaspor,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
1989-05-21,1988,35,Karsiyaka,Altay,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,1,0
1989-05-21,1988,35,Malatyaspor,Sariyer,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
1989-05-21,1988,35,MKE Ankaragucu,Adana Demirspor,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
1989-05-21,1988,35,Sakaryaspor,Caykur Rizespor,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
1989-05-21,1988,35,Trabzonspor,Galatasaray,3-2,3,2,T1,1,5,1,H,1-0,1,0,1,1,H,1,0,0,0
1989-05-21,1988,35,Eskisehirspor,Kahramanmarasspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
1989-05-24,1988,27,Galatasaray,Konyaspor,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,0,0
1989-05-27,1988,36,Sariyer,Boluspor,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
1989-05-28,1988,36,Adana Demirspor,Besiktas,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
1989-05-28,1988,36,Konyaspor,Adanaspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
1989-05-28,1988,36,Kahramanmarasspor,Karsiyaka,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-05-28,1988,36,Galatasaray,MKE Ankaragucu,5-2,5,2,T1,1,7,3,H,2-0,2,0,2,2,H,1,0,0,0
1989-05-28,1988,36,Caykur Rizespor,Malatyaspor,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
1989-05-28,1988,36,Bursaspor,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,1,0
1989-05-28,1988,36,Altay,Sakaryaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-05-28,1988,36,Samsunspor,Eskisehirspor,0-3,0,3,T1,1,3,-3,A,0-0,0,0,0,0,D,1,0,0,0
1989-05-31,1988,30,Altay,Galatasaray,0-4,0,4,T1,1,4,-4,A,0-1,0,1,1,-1,A,1,0,0,0
1989-06-03,1988,37,Fenerbahce,Konyaspor,4-1,4,1,T1,1,5,3,H,3-0,3,0,3,3,H,1,0,0,0
1989-06-04,1988,37,Besiktas,Galatasaray,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
1989-06-04,1988,37,Boluspor,Caykur Rizespor,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
1989-06-04,1988,37,Eskisehirspor,Adana Demirspor,3-2,3,2,T1,1,5,1,H,2-0,2,0,2,2,H,1,0,0,0
1989-06-04,1988,37,Malatyaspor,Altay,3-3,3,3,T1,1,6,0,D,1-0,1,0,1,1,H,1,0,0,0
1989-06-04,1988,37,Sakaryaspor,Kahramanmarasspor,4-1,4,1,T1,1,5,3,H,2-1,2,1,3,1,H,1,0,0,0
1989-06-04,1988,37,Adanaspor,Sariyer,1-4,1,4,T1,1,5,-3,A,1-1,1,1,2,0,D,1,0,1,0
1989-06-04,1988,37,MKE Ankaragucu,Trabzonspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
1989-06-04,1988,37,Karsiyaka,Samsunspor,3-0,3,0,T1,1,3,3,H,0-0,0,0,0,0,D,1,0,0,0
1989-06-10,1988,38,Konyaspor,Bursaspor,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,0
1989-06-11,1988,38,Altay,Boluspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
1989-06-11,1988,38,Adana Demirspor,Karsiyaka,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,1,0
1989-06-11,1988,38,Trabzonspor,Besiktas,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
1989-06-11,1988,38,Sariyer,Fenerbahce,3-4,3,4,T1,1,7,-1,A,1-2,1,2,3,-1,A,1,0,0,0
1989-06-11,1988,38,Samsunspor,Sakaryaspor,0-3,0,3,T1,1,3,-3,A,0-0,0,0,0,0,D,1,0,0,0
1989-06-11,1988,38,Galatasaray,Eskisehirspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,1,0
1989-06-11,1988,38,Caykur Rizespor,Adanaspor,2-2,2,2,T1,1,4,0,D,2-1,2,1,3,1,H,1,0,0,0
1989-06-11,1988,38,Kahramanmarasspor,Malatyaspor,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
1989-09-02,1989,1,Sariyer,Adana Demirspor,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,0
1989-09-02,1989,1,Adanaspor,Malatyaspor,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,1,0,0
1989-09-03,1989,1,Samsunspor,Galatasaray,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,1,0
1989-09-03,1989,1,Trabzonspor,Karsiyaka,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,1
1989-09-03,1989,1,Altay,Fenerbahce,2-1,2,1,T1,1,3,1,H,3-0,3,0,3,3,H,1,0,0,0
1989-09-03,1989,1,Besiktas,Boluspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,1
1989-09-03,1989,1,Bursaspor,MKE Ankaragucu,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,0,0,0,0
1989-09-03,1989,1,Konyaspor,Zeytinburnuspor,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
1989-09-03,1989,1,Genclerbirligi,Sakaryaspor,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,0
1989-09-09,1989,2,Fenerbahce,Genclerbirligi,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,0
1989-09-09,1989,2,Besiktas,Bursaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
1989-09-09,1989,2,Adana Demirspor,Galatasaray,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
1989-09-10,1989,2,Karsiyaka,Sariyer,3-1,3,1,T1,1,4,2,H,2-1,2,1,3,1,H,1,0,0,0
1989-09-10,1989,2,Malatyaspor,Altay,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,1,0,0
1989-09-10,1989,2,MKE Ankaragucu,Trabzonspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-09-10,1989,2,Sakaryaspor,Konyaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
1989-09-10,1989,2,Zeytinburnuspor,Samsunspor,4-2,4,2,T1,1,6,2,H,0-0,0,0,0,0,D,1,0,0,0
1989-09-10,1989,2,Boluspor,Adanaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-09-23,1989,3,Trabzonspor,Besiktas,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
1989-09-23,1989,3,Konyaspor,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
1989-09-23,1989,3,Galatasaray,Karsiyaka,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
1989-09-24,1989,3,Samsunspor,Adana Demirspor,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
1989-09-24,1989,3,Adanaspor,Bursaspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
1989-09-24,1989,3,Altay,Boluspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
1989-09-24,1989,3,Genclerbirligi,Malatyaspor,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
1989-09-24,1989,3,Sariyer,MKE Ankaragucu,1-2,1,2,T1,1,3,-1,A,0-2,0,2,2,-2,A,1,0,0,0
1989-09-24,1989,3,Zeytinburnuspor,Sakaryaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,1
1989-10-01,1989,4,Besiktas,Sariyer,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,0,0
1989-10-01,1989,4,Bursaspor,Altay,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-10-01,1989,4,Fenerbahce,Zeytinburnuspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
1989-10-01,1989,4,Karsiyaka,Adana Demirspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,1,1
1989-10-01,1989,4,MKE Ankaragucu,Galatasaray,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,1,0
1989-10-01,1989,4,Sakaryaspor,Samsunspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-10-01,1989,4,Boluspor,Genclerbirligi,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,0,0
1989-10-01,1989,4,Adanaspor,Trabzonspor,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,0,0
1989-10-01,1989,4,Malatyaspor,Konyaspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
1989-10-07,1989,5,Galatasaray,Besiktas,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,1
1989-10-08,1989,5,Altay,Trabzonspor,1-3,1,3,T1,1,4,-2,A,0-2,0,2,2,-2,A,1,0,0,0
1989-10-08,1989,5,Adana Demirspor,MKE Ankaragucu,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
1989-10-08,1989,5,Konyaspor,Boluspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
1989-10-08,1989,5,Sakaryaspor,Fenerbahce,0-3,0,3,T1,1,3,-3,A,0-2,0,2,2,-2,A,1,1,0,0
1989-10-08,1989,5,Samsunspor,Karsiyaka,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
1989-10-08,1989,5,Sariyer,Adanaspor,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,0,0
1989-10-08,1989,5,Zeytinburnuspor,Malatyaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,1
1989-10-08,1989,5,Genclerbirligi,Bursaspor,3-1,3,1,T1,1,4,2,H,3-0,3,0,3,3,H,1,0,0,0
1989-10-14,1989,6,Adanaspor,Galatasaray,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
1989-10-15,1989,6,Malatyaspor,Sakaryaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
1989-10-15,1989,6,Altay,Sariyer,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,1,0
1989-10-15,1989,6,Besiktas,Adana Demirspor,10-0,10,0,T1,1,10,10,H,4-0,4,0,4,4,H,1,0,0,0
1989-10-15,1989,6,Boluspor,Zeytinburnuspor,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
1989-10-15,1989,6,Bursaspor,Konyaspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,1
1989-10-15,1989,6,Fenerbahce,Samsunspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,1
1989-10-15,1989,6,MKE Ankaragucu,Karsiyaka,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
1989-10-15,1989,6,Trabzonspor,Genclerbirligi,6-1,6,1,T1,1,7,5,H,3-0,3,0,3,3,H,1,0,0,1
1989-10-28,1989,7,Karsiyaka,Besiktas,1-4,1,4,T1,1,5,-3,A,1-2,1,2,3,-1,A,1,0,0,0
1989-10-28,1989,7,Fenerbahce,Malatyaspor,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,0,0
1989-10-29,1989,7,Adana Demirspor,Adanaspor,2-3,2,3,T1,1,5,-1,A,0-2,0,2,2,-2,A,1,0,0,0
1989-10-29,1989,7,Galatasaray,Altay,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,0,0
1989-10-29,1989,7,Genclerbirligi,Sariyer,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
1989-10-29,1989,7,Konyaspor,Trabzonspor,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,1,0
1989-10-29,1989,7,Sakaryaspor,Boluspor,2-3,2,3,T1,1,5,-1,A,1-1,1,1,2,0,D,1,0,1,0
1989-10-29,1989,7,Samsunspor,MKE Ankaragucu,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
1989-10-29,1989,7,Zeytinburnuspor,Bursaspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,1,0
1989-11-18,1989,8,Sariyer,Konyaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,1,1
1989-11-19,1989,8,Bursaspor,Sakaryaspor,4-1,4,1,T1,1,5,3,H,3-0,3,0,3,3,H,1,0,0,0
1989-11-19,1989,8,Genclerbirligi,Galatasaray,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
1989-11-19,1989,8,Boluspor,Fenerbahce,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
1989-11-19,1989,8,Trabzonspor,Zeytinburnuspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
1989-11-19,1989,8,Adanaspor,Karsiyaka,2-2,2,2,T1,1,4,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-11-19,1989,8,Altay,Adana Demirspor,2-2,2,2,T1,1,4,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-11-19,1989,8,Besiktas,MKE Ankaragucu,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,1
1989-11-19,1989,8,Malatyaspor,Samsunspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
1989-11-25,1989,9,Galatasaray,Konyaspor,4-0,4,0,T1,1,4,4,H,1-0,1,0,1,1,H,1,0,0,1
1989-11-26,1989,9,Sakaryaspor,Trabzonspor,2-2,2,2,T1,1,4,0,D,2-1,2,1,3,1,H,1,0,0,0
1989-11-26,1989,9,Fenerbahce,Bursaspor,2-2,2,2,T1,1,4,0,D,0-2,0,2,2,-2,A,1,0,0,0
1989-11-26,1989,9,Zeytinburnuspor,Sariyer,0-2,0,2,T1,1,2,-2,A,0-2,0,2,2,-2,A,1,0,0,0
1989-11-26,1989,9,MKE Ankaragucu,Adanaspor,2-2,2,2,T1,1,4,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-11-26,1989,9,Adana Demirspor,Genclerbirligi,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
1989-11-26,1989,9,Malatyaspor,Boluspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-11-26,1989,9,Samsunspor,Besiktas,1-3,1,3,T1,1,4,-2,A,1-1,1,1,2,0,D,1,0,0,0
1989-11-26,1989,9,Karsiyaka,Altay,5-1,5,1,T1,1,6,4,H,0-1,0,1,1,-1,A,1,0,0,0
1989-12-02,1989,10,Sariyer,Sakaryaspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-12-03,1989,10,Adanaspor,Besiktas,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,1,0
1989-12-03,1989,10,Boluspor,Samsunspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
1989-12-03,1989,10,Bursaspor,Malatyaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
1989-12-03,1989,10,Genclerbirligi,Karsiyaka,3-2,3,2,T1,1,5,1,H,1-0,1,0,1,1,H,1,0,0,0
1989-12-03,1989,10,Konyaspor,Adana Demirspor,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
1989-12-03,1989,10,Altay,MKE Ankaragucu,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-12-03,1989,10,Galatasaray,Zeytinburnuspor,2-2,2,2,T1,1,4,0,D,1-2,1,2,3,-1,A,1,0,0,0
1989-12-03,1989,10,Trabzonspor,Fenerbahce,3-2,3,2,T1,1,5,1,H,2-0,2,0,2,2,H,1,0,0,0
1989-12-09,1989,11,Besiktas,Altay,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
1989-12-09,1989,11,Sakaryaspor,Galatasaray,0-4,0,4,T1,1,4,-4,A,0-1,0,1,1,-1,A,1,0,1,0
1989-12-10,1989,11,Fenerbahce,Sariyer,5-2,5,2,T1,1,7,3,H,0-2,0,2,2,-2,A,1,0,0,1
1989-12-10,1989,11,Malatyaspor,Trabzonspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
1989-12-10,1989,11,Boluspor,Bursaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
1989-12-10,1989,11,MKE Ankaragucu,Genclerbirligi,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
1989-12-10,1989,11,Adana Demirspor,Zeytinburnuspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
1989-12-10,1989,11,Karsiyaka,Konyaspor,5-1,5,1,T1,1,6,4,H,2-0,2,0,2,2,H,1,0,0,0
1989-12-10,1989,11,Samsunspor,Adanaspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,1,0
1989-12-16,1989,12,Galatasaray,Fenerbahce,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
1989-12-17,1989,12,Altay,Adanaspor,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,0,0
1989-12-17,1989,12,Zeytinburnuspor,Karsiyaka,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
1989-12-17,1989,12,Konyaspor,MKE Ankaragucu,4-1,4,1,T1,1,5,3,H,2-0,2,0,2,2,H,1,0,0,0
1989-12-17,1989,12,Bursaspor,Samsunspor,4-0,4,0,T1,1,4,4,H,3-0,3,0,3,3,H,1,0,0,0
1989-12-17,1989,12,Genclerbirligi,Besiktas,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
1989-12-17,1989,12,Sariyer,Malatyaspor,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
1989-12-17,1989,12,Trabzonspor,Boluspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-12-17,1989,12,Adana Demirspor,Sakaryaspor,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,1
1989-12-23,1989,13,Bursaspor,Trabzonspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
1989-12-23,1989,13,Besiktas,Konyaspor,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
1989-12-24,1989,13,Malatyaspor,Galatasaray,0-4,0,4,T1,1,4,-4,A,0-2,0,2,2,-2,A,1,0,0,0
1989-12-24,1989,13,Samsunspor,Altay,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
1989-12-24,1989,13,MKE Ankaragucu,Zeytinburnuspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
1989-12-24,1989,13,Adanaspor,Genclerbirligi,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
1989-12-24,1989,13,Fenerbahce,Adana Demirspor,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,0,0
1989-12-24,1989,13,Boluspor,Sariyer,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
1989-12-24,1989,13,Karsiyaka,Sakaryaspor,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,0
1989-12-27,1989,14,Adana Demirspor,Malatyaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
1989-12-27,1989,14,Trabzonspor,Samsunspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
1989-12-27,1989,14,Genclerbirligi,Altay,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,0,0
1989-12-27,1989,14,Konyaspor,Adanaspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
1989-12-27,1989,14,Sakaryaspor,MKE Ankaragucu,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,0
1989-12-27,1989,14,Sariyer,Bursaspor,1-2,1,2,T1,1,3,-1,A,0-2,0,2,2,-2,A,1,0,0,0
1989-12-27,1989,14,Zeytinburnuspor,Besiktas,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,0,0
1989-12-27,1989,14,Galatasaray,Boluspor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
1989-12-28,1989,14,Karsiyaka,Fenerbahce,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,0
1989-12-30,1989,15,Trabzonspor,Sariyer,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
1989-12-30,1989,15,Boluspor,Adana Demirspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
1989-12-30,1989,15,Altay,Konyaspor,3-2,3,2,T1,1,5,1,H,1-1,1,1,2,0,D,1,0,0,1
1989-12-30,1989,15,Bursaspor,Galatasaray,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
1989-12-30,1989,15,Samsunspor,Genclerbirligi,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,1,1
1989-12-30,1989,15,Adanaspor,Zeytinburnuspor,0-3,0,3,T1,1,3,-3,A,0-2,0,2,2,-2,A,1,0,0,0
1989-12-30,1989,15,Besiktas,Sakaryaspor,7-0,7,0,T1,1,7,7,H,3-0,3,0,3,3,H,1,0,0,0
1989-12-31,1989,15,Malatyaspor,Karsiyaka,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
1989-12-31,1989,15,MKE Ankaragucu,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
1990-01-06,1989,16,Fenerbahce,Besiktas,1-5,1,5,T1,1,6,-4,A,1-2,1,2,3,-1,A,1,0,0,0
1990-01-07,1989,16,Adana Demirspor,Bursaspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,1,0
